kod_sekolah,name,address,latitude,longitude,ppd,school_type,,sebab_ralat
NEE2068,SEKOLAH MENENGAH KEBANGSAAN BUKIT SAUJANA,KM7, JALAN PANTAI, BAGAN PINANG,2.504069,101.839,"['PPD PORT DICKSON', 'MENENGAH']",could not convert string to float: 'BAGAN PINANG'
NEE4098,SEKOLAH MENENGAH KEBANGSAAN DATO' KLANA PUTRA,BT 14, JALAN BESAR LENGGENG,2.866882,101.939428,PPD SEREMBAN,['MENENGAH'],could not convert string to float: 'JALAN BESAR LENGGENG'
NEE4099,SEKOLAH MENENGAH KEBANGSAAN RANTAU,KM 11, JLN LINSUM,2.57616,101.961,PPD SEREMBAN,['MENENGAH'],could not convert string to float: 'JLN LINSUM'
NEE4101,SEKOLAH MENENGAH KEBANGSAAN MANTIN,BATU 10, JALAN BESAR MANTIN,2.82861,101.896,PPD SEREMBAN,['MENENGAH'],could not convert string to float: 'JALAN BESAR MANTIN'
NEE4102,SEKOLAH MENENGAH KEBANGSAAN (FELDA) SERI SENDAYAN,JALAN BESAR, FELDA SENDAYAN,2.670816,101.846599,PPD SEREMBAN,['MENENGAH'],could not convert string to float: 'FELDA SENDAYAN'
NEE5040,SEKOLAH MENENGAH KEBANGSAAN DATO' MOHD TAHA,KM 28, JALAN TAMPIN GEMAS,2.52623,102.399,PPD TAMPIN,['MENENGAH'],could not convert string to float: 'JALAN TAMPIN GEMAS'
NFT2001,SEKOLAH MENENGAH RENDAH AGAMA CHUAH,KM 25, JALAN PORT DICKSON - SG NIPAH,2.604317,101.765564,PPD PORT DICKSON,['MENENGAH'],could not convert string to float: 'JALAN PORT DICKSON - SG NIPAH'
NFT4003,SEKOLAH MENENGAH AGAMA DATO' KLANA PETRA MAAMOR,KM 5, JALAN SEREMBAN KUALA PILAH, AMPANGAN,2.726563,101.969265,"['PPD SEREMBAN', 'MENENGAH']",could not convert string to float: 'AMPANGAN'
NHA0001,KOLEJ VOKASIONAL KUALA KLAWANG ,KM. 3, JALAN TITI,2.96141,102.057,PPD JEMPOL/JELEBU,['MENENGAH'],could not convert string to float: 'JALAN TITI'
NHA2002,KOLEJ VOKASIONAL PORT DICKSON ,KM 5, JALAN SEREMBAN,2.555519,101.813,PPD PORT DICKSON,['MENENGAH'],could not convert string to float: 'JALAN SEREMBAN'
NHA3002,KOLEJ VOKASIONAL DATO LELA MAHARAJA,KM20, JALAN SEREMBAN TAMPIN, CHEMBONG,2.59514,102.074,"['PPD REMBAU', 'MENENGAH']",could not convert string to float: 'CHEMBONG'
NHA4001,KOLEJ VOKASIONAL AMPANGAN,KM 4 JALAN  SEREMBAN-KUALA PILAH, AMPANGAN,2.72366,101.969982,PPD SEREMBAN,['MENENGAH'],could not convert string to float: 'AMPANGAN'
NKE4144,SMT TUANKU JAAFAR,KM 4 JALAN SEREMBAN-KUALA PILAH, AMPANGAN,2.722877,101.967002,PPD SEREMBAN,['MENENGAH'],could not convert string to float: 'AMPANGAN'
NRA4002,SEKOLAH MENENGAH AGAMA PERSEKUTUAN LABU,KM 11, JLN LABU,2.73944,101.86,PPD SEREMBAN,['MENENGAH'],could not convert string to float: 'JLN LABU'
PBA0003,SEKOLAH KEBANGSAAN GUAR PERAHU,GUAR PERAHU,  KUBANG SEMANG,5.42838,100.47,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'KUBANG SEMANG'
PBA0010,SEKOLAH KEBANGSAAN MACANG BUBOK,JALAN GAJAH MATI, MACHANG BUBOK,5.33828,100.511,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'MACHANG BUBOK'
PBA0018,SEKOLAH KEBANGSAAN SEBERANG JAYA,PERSIARAN SIAKAP, SEBERANG JAYA,5.38473,100.4,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'SEBERANG JAYA'
PBA0019,SEKOLAH KEBANGSAAN SEBERANG JAYA 2,LENGKOK TENGGIRI, BANDAR SEB JAYA,5.39774,100.404,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'BANDAR SEB JAYA'
PBA0020,SEKOLAH KEBANGSAAN TAMAN INDERAWASIH,TINGKAT KIKIK 2, TAMAN INDERAWASIH,5.39036,100.386,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'TAMAN INDERAWASIH'
PBA0025,SEKOLAH KEBANGSAAN SERI IMPIAN,JALAN GUAR PERAHU, KUBANG SEMANG,5.427577778,100.472525,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'KUBANG SEMANG'
PBA0029,SEKOLAH KEBANGSAAN MACHANG BUBOK II,JALAN MACHANG BUBOK 1, TAMAN MACHANG BUBOK,5.327886111,100.5025139,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'TAMAN MACHANG BUBOK'
PBA1012,SEKOLAH KEBANGSAAN TANJONG TOKONG,JALAN HAJI MOHD NOH, TANJONG TOKONG,5.458589,100.307094,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'TANJONG TOKONG'
PBA1014,SEKOLAH KEBANGSAAN MINDEN HEIGHT,JALAN 13, CHANGKAT MINDEN ,5.36686,100.305,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'CHANGKAT MINDEN'
PBA2007,SEKOLAH KEBANGSAAN KAMPONG TO'BEDOR,JALAN KLINIK, KAMPUNG TO' BEDOR,5.50674,100.482,PPD SEBERANG PERAI UTARA,['RENDAH'],"could not convert string to float: ""KAMPUNG TO' BEDOR"""
PBA2023,SEKOLAH KEBANGSAAN PULAU MERTAJAM,JALAN PULAU MERTAJAM, PULAU MERTAJAM,5.572722222,100.3646361,PPD SEBERANG PERAI UTARA,['RENDAH'],could not convert string to float: 'PULAU MERTAJAM'
PBA2025,SEKOLAH KEBANGSAAN SUNGAI PUYU,JALAN KG BENGGALI, SUNGAI PUYU,5.451363889,100.3956333,PPD SEBERANG PERAI UTARA,['RENDAH'],could not convert string to float: 'SUNGAI PUYU'
PBA2037,SEKOLAH KEBANGSAAN SERI GEMILANG,JALAN PADANG BENGGALI, TELOK AYER TAWAR,5.49894,100.382,PPD SEBERANG PERAI UTARA,['RENDAH'],could not convert string to float: 'TELOK AYER TAWAR'
PBA3011,SEKOLAH KEBANGSAAN TELOK BAHANG,805 SEK A, JLN TK BAHANG,5.45256,100.214,PPD BARAT DAYA,['RENDAH'],could not convert string to float: 'JLN TK BAHANG'
PBA3015,SEKOLAH KEBANGSAAN SERI RELAU,JALAN PAYA TERUBONG, RELAU,5.33338,100.275,PPD BARAT DAYA,['RENDAH'],could not convert string to float: 'RELAU'
PBA3019,SEKOLAH KEBANGSAAN SUNGAI BATU,SUNGAI BATU, TELUK KUMBAR,5.28893,100.242,PPD BARAT DAYA,['RENDAH'],could not convert string to float: 'TELUK KUMBAR'
PBA4015,SEKOLAH KEBANGSAAN SAUJANA INDAH,LOT. PT.342 MUKIM 9, JALAN TRANS KRIAN,5.15047,100.487,PPD SEBERANG PRAI SELATAN,['RENDAH'],could not convert string to float: 'JALAN TRANS KRIAN'
PBA4017,SEKOLAH KEBANGSAAN BATU KAWAN,JALAN TANJUNG 2,BATU KAWAN,5.271739,100.433575,PPD SEBERANG PRAI SELATAN,['RENDAH'],could not convert string to float: 'BATU KAWAN'
PBA4018,SEKOLAH KEBANGSAAN TASEK PERMAI,JLN PUTERI GUNUNG 13, TMN PUTERI GUNUNG,5.280519,100.504353,PPD SEBERANG PRAI SELATAN,['RENDAH'],could not convert string to float: 'TMN PUTERI GUNUNG'
PBB1032,SEKOLAH KEBANGSAAN PEREMPUAN METHODIST,42, JALAN ANSON,5.419175,100.3215778,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'JALAN ANSON'
PBC0021,SEKOLAH JENIS KEBANGSAAN (CINA) PERMATANG TINGGI,JALAN BARU, PERMATANG TINGGI,5.29954,100.479,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'PERMATANG TINGGI'
PBC0026,SEKOLAH JENIS KEBANGSAAN (CINA) JIT SIN 'A',JLN BERAPIT,  BUKIT MERTAJAM,5.3772,100.468,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'BUKIT MERTAJAM'
PBC0029,SEKOLAH JENIS KEBANGSAAN (CINA) KEOW KUANG,1864, MUKIM 10,5.35662,100.452,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'MUKIM 10'
PBC0036,SEKOLAH JENIS KEBANGSAAN (CINA) BENG TEIK (PUSAT),PT 2946 MUKIM 10, JALAN KOTA PERMAI,5.347586111,100.4570611,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'JALAN KOTA PERMAI'
PBC1050,SEKOLAH JENIS KEBANGSAAN (CINA) JELUTONG,99-A, JALAN TAN SRI TEH EWE LIM,5.391436111,100.3104972,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'JALAN TAN SRI TEH EWE LIM'
PBC1059,SEKOLAH JENIS KEBANGSAAN (CINA) KHENG TEAN,7, JALAN VAN PRAAGH,5.399069444,100.314725,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'JALAN VAN PRAAGH'
PBC1060,SEKOLAH JENIS KEBANGSAAN (CINA) KONG MIN PUSAT,39-A, JALAN AIR ITAM,5.405119444,100.2827306,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'JALAN AIR ITAM'
PBC1061,SEKOLAH JENIS KEBANGSAAN (CINA) KONG MIN CAWANGAN SATU,611-C, JALAN BALIK PULAU,5.400883333,100.2756028,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'JALAN BALIK PULAU'
PBC1063,SEKOLAH JENIS KEBANGSAAN (CINA) KWANG HWA,JALAN SULTAN AZLAN SHAH, SUNGAI NIBONG,5.336227778,100.2968056,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'SUNGAI NIBONG'
PBC1066,SEKOLAH JENIS KEBANGSAAN (CINA) LI TEK CAWANGAN,356,PENGKALAN WELD,5.405208,100.333563,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'PENGKALAN WELD'
PBC1067,SEKOLAH JENIS KEBANGSAAN (CINA) MIN SIN,86, JALAN TUN DR. AWANG, RELAU,5.331675,100.282267,"['PPD TIMUR LAUT', 'RENDAH']",could not convert string to float: 'RELAU'
PBC1068,SEKOLAH JENIS KEBANGSAAN (CINA) MOH GHEE (PUSAT),114, LORONG PERAK,5.403427778,100.3166806,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'LORONG PERAK'
PBC1069,SEKOLAH JENIS KEBANGSAAN (CINA) MOH GHEE CAWANGAN,136, JALAN JELUTONG,5.400491667,100.3216222,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'JALAN JELUTONG'
PBC1070,SEKOLAH JENIS KEBANGSAAN (CINA) PAI CHAI,200, JALAN BATU FERINGGI,5.4749,100.2507611,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'JALAN BATU FERINGGI'
PBC1073,SEKOLAH JENIS KEBANGSAAN (CINA) POAY WAH,725, JALAN TANJUNG BUNGA,5.462908,100.281811,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'JALAN TANJUNG BUNGA'
PBC1075,SEKOLAH JENIS KEBANGSAAN (CINA) SHIH CHUNG CAWANGAN,7, LEBUH NIPAH DUA, SG. NIBONG,5.33551,100.296,"['PPD TIMUR LAUT', 'RENDAH']",could not convert string to float: 'SG. NIBONG'
PBC1076,SEKOLAH JENIS KEBANGSAAN (CINA) SIN KANG,JALAN THEAN TEIK, AYER ITAM,5.4003,100.291,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'AYER ITAM'
PBC1077,SEKOLAH JENIS KEBANGSAAN (CINA) SUM MIN,1, LEBUH TYE SIN,5.409547,100.331153,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'LEBUH TYE SIN'
PBC1079,SEKOLAH JENIS KEBANGSAAN (CINA) TONG SIAN,423, JALAN DATO KERAMAT,5.4126,100.317,PPD TIMUR LAUT,['RENDAH'],could not convert string to float: 'JALAN DATO KERAMAT'
PBC2039,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA 2,JALAN BAGAN 1, TAMAN BAGAN,5.40637,100.384572,PPD SEBERANG PERAI UTARA,['RENDAH'],could not convert string to float: 'TAMAN BAGAN'
PBC4013,SEKOLAH JENIS KEBANGSAAN (CINA) BOON BENG,1677, JALAN TASEK MUTIARA 2,5.274219444,100.4873667,PPD SEBERANG PRAI SELATAN,['RENDAH'],could not convert string to float: 'JALAN TASEK MUTIARA 2'
PBC4015,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPUNG VALDOR,JALAN 6, KAMPUNG VALDOR,5.240638889,100.4922167,PPD SEBERANG PRAI SELATAN,['RENDAH'],could not convert string to float: 'KAMPUNG VALDOR'
PBC4016,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG KUANG,JALAN BESAR, SUNGAI BAKAP,5.231127778,100.493775,PPD SEBERANG PRAI SELATAN,['RENDAH'],could not convert string to float: 'SUNGAI BAKAP'
PBC4017,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPUNG JAWI,SG BAKAP, S PERAI (S),5.214766667,100.4946556,PPD SEBERANG PRAI SELATAN,['RENDAH'],could not convert string to float: 'S PERAI (S)'
PBC4018,SEKOLAH JENIS KEBANGSAAN (CINA) KENG KOON,JALAN BUKIT TAMBUN, BUKIT TAMBUN,5.271505556,100.4514556,PPD SEBERANG PRAI SELATAN,['RENDAH'],could not convert string to float: 'BUKIT TAMBUN'
PBD0037,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG ALMA,JALAN ROZHAN, ALMA,5.33091,100.476,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'ALMA'
PBD2080,SEKOLAH JENIS KEBANGSAAN (TAMIL) PERAI,LRG PERAI UTAMA 1, TMN PRIMA PRAI,5.38803,100.38,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'TMN PRIMA PRAI'
PBD3032,SEKOLAH JENIS KEBANGSAAN (TAMIL) SUNGAI ARA,LORONG KENARI, TAMAN DESA RIA, SUNGAI ARA,5.322299,100.270899,"['PPD BARAT DAYA', 'RENDAH']",could not convert string to float: 'SUNGAI ARA'
PBD4026,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG JAWI,LADANG JAWI , SUNGAI JAWI,5.202188889,100.4945722,PPD SEBERANG PRAI SELATAN,['RENDAH'],could not convert string to float: 'SUNGAI JAWI'
PBD4030,SEKOLAH JENIS KEBANGSAAN (TAMIL) TASEK PERMAI,KOMPLEKS SEKOLAH WAWASAN, JALAN TASEK,5.280428,100.503997,PPD SEBERANG PRAI SELATAN,['RENDAH'],could not convert string to float: 'JALAN TASEK'
PBD4032,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG VALDOR,SUNGAI JAWI, SUNGAI BAKAP,5.246124,100.480436,PPD SEBERANG PRAI SELATAN,['RENDAH'],could not convert string to float: 'SUNGAI BAKAP'
PCT0002,SEKOLAH RENDAH ISLAM AL MASRIYAH,1267,JALAN ABDUL KADIR,5.37318,100.465,PPD SEBERANG PRAI TENGAH,['RENDAH'],could not convert string to float: 'JALAN ABDUL KADIR'
PEA0004,SEKOLAH MENENGAH KEBANGSAAN SEBERANG JAYA,LENGKOK SEMBILANG, SEBERANG JAYA,5.40275,100.4,PPD SEBERANG PRAI TENGAH,['MENENGAH'],could not convert string to float: 'SEBERANG JAYA'
PEA0007,SEKOLAH MENENGAH KEBANGSAAN TAMAN INDERAWASIH,TINGKAT KIKIK 8,TAMAN INDERAWASIH,5.38941,100.386,PPD SEBERANG PRAI TENGAH,['MENENGAH'],could not convert string to float: 'TAMAN INDERAWASIH'
PEA0014,SEKOLAH MENENGAH KEBANGSAAN TUN HUSSEIN ONN,JLN TUN HUSSEIN ONN, SEBERANG JAYA,5.389255556,100.4063694,PPD SEBERANG PRAI TENGAH,['MENENGAH'],could not convert string to float: 'SEBERANG JAYA'
PEA0015,SEKOLAH MENENGAH KEBANGSAAN TAMAN PERWIRA,TAMAN PERWIRA, PERMATANG TINGGI,5.29636,100.477,PPD SEBERANG PRAI TENGAH,['MENENGAH'],could not convert string to float: 'PERMATANG TINGGI'
PEA0017,SEKOLAH MENENGAH KEBANGSAAN MACHANG BUBUK,JALAN 3, TAMAN MACHANG BUBUK,5.32831,100.501,PPD SEBERANG PRAI TENGAH,['MENENGAH'],could not convert string to float: 'TAMAN MACHANG BUBUK'
PEA1210,SEKOLAH MENENGAH KEBANGSAAN HAMID KHAN,LORONG DELIMA 8, ISLAND GLADES,5.38135,100.303,PPD TIMUR LAUT,['MENENGAH'],could not convert string to float: 'ISLAND GLADES'
PEA2053,SEKOLAH MENENGAH KEBANGSAAN DATUK ONN,JALAN GANGSA, MUKIM 9,5.44821,100.382,PPD SEBERANG PERAI UTARA,['MENENGAH'],could not convert string to float: 'MUKIM 9'
PEA2090,SEKOLAH MENENGAH KEBANGSAAN GEMILANG,JLN PADANG BENGGALI, TELOK AIR TAWAR,5.49941,100.382,PPD SEBERANG PERAI UTARA,['MENENGAH'],could not convert string to float: 'TELOK AIR TAWAR'
PEA3037,SEKOLAH MENENGAH KEBANGSAAN SERI BAYU,JALAN KG MASJID, TELUK KUMBAR,5.29032,100.223,PPD BARAT DAYA,['MENENGAH'],could not convert string to float: 'TELUK KUMBAR'
PEA4002,SEKOLAH MENENGAH KEBANGSAAN VALDOR,JALAN VALDOR, SUNGAI BAKAP,5.237925,100.492075,PPD SEBERANG PRAI SELATAN,['MENENGAH'],could not convert string to float: 'SUNGAI BAKAP'
PEA4006,SEKOLAH MENENGAH KEBANGSAAN TAMAN WIDURI,LORONG 4 TAMAN WIDURI, TAMAN WIDURI,5.202016667,100.5288083,PPD SEBERANG PRAI SELATAN,['MENENGAH'],could not convert string to float: 'TAMAN WIDURI'
PEA4007,SEKOLAH MENENGAH KEBANGSAAN SAUJANA INDAH,JLN TRANSKRIAN,TRANSKRIAN,5.15163,100.487,PPD SEBERANG PRAI SELATAN,['MENENGAH'],could not convert string to float: 'TRANSKRIAN'
PEA4008,SEKOLAH MENENGAH KEBANGSAAN BATU KAWAN,JALAN TANJUNG TIGA, BATU KAWAN,5.272797222,100.4329694,PPD SEBERANG PRAI SELATAN,['MENENGAH'],could not convert string to float: 'BATU KAWAN'
PEA4011,SEKOLAH MENENGAH KEBANGSAAN JIT SIN II,LOT 1340,MUKIM 15,5.273029,100.514526,PPD SEBERANG PRAI SELATAN,['MENENGAH'],could not convert string to float: 'MUKIM 15'
PEB0042,SEKOLAH MENENGAH KEBANGSAAN TINGGI BUKIT MERTAJAM,77 , JALAN SRI BUKIT,5.358931,100.459622,PPD SEBERANG PRAI TENGAH,['MENENGAH'],could not convert string to float: 'JALAN SRI BUKIT'
PEB0043,SEKOLAH MENENGAH KEBANGSAAN JALAN DAMAI,JALAN DAMAI, KAMPUNG BARU,5.34075,100.474,PPD SEBERANG PRAI TENGAH,['MENENGAH'],could not convert string to float: 'KAMPUNG BARU'
PEB0045,SEKOLAH MENENGAH KEBANGSAAN JIT SIN,JLN BINJAI, TMN SRI RAMBAI,5.34357,100.446,PPD SEBERANG PRAI TENGAH,['MENENGAH'],could not convert string to float: 'TMN SRI RAMBAI'
PEB1093,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN CHINA PULAU PINANG,2, JALAN GOTTLIEB,5.4336,100.302,PPD TIMUR LAUT,['MENENGAH'],could not convert string to float: 'JALAN GOTTLIEB'
PEB1095,SEKOLAH MENENGAH KEBANGSAAN CHUNG HWA CONFUCIAN,2, PESIARAN TEMBAGA,5.39083,100.301,PPD TIMUR LAUT,['MENENGAH'],could not convert string to float: 'PESIARAN TEMBAGA'
PEB1098,SEKOLAH MENENGAH KEBANGSAAN CONVENT DATUK KERAMAT,421, JALAN DATUK KERAMAT,5.412291667,100.3178417,PPD TIMUR LAUT,['MENENGAH'],could not convert string to float: 'JALAN DATUK KERAMAT'
PEB1108,SEKOLAH MENENGAH KEBANGSAAN PHOR TAY,731, JALAN SUNGAI DUA,5.43872,100.306,PPD TIMUR LAUT,['MENENGAH'],could not convert string to float: 'JALAN SUNGAI DUA'
PEB1114,SEKOLAH MENENGAH KEBANGSAAN WESTLANDS,3, JALAN KHAW SIM BEE,5.422289115,100.3186389,PPD TIMUR LAUT,['MENENGAH'],could not convert string to float: 'JALAN KHAW SIM BEE'
PEE1101,SEKOLAH MENENGAH KEBANGSAAN DATUK HJ. MOHAMED NOR AHMAD,KAMPONG KASTAM, BUKIT GELUGOR,5.371097222,100.3046556,PPD TIMUR LAUT,['MENENGAH'],could not convert string to float: 'BUKIT GELUGOR'
PEE4036,SEKOLAH MENENGAH KEBANGSAAN TUN SYED SHEH BARAKBAH,JALAN SUNGAI DURI, SUNGAI BAKAP,5.21108,100.501,PPD SEBERANG PRAI SELATAN,['MENENGAH'],could not convert string to float: 'SUNGAI BAKAP'
PFT0003,SEKOLAH MENENGAH ISLAM AL-MASRIYAH,1267, JALAN ABDUL KADIR,5.373386,100.463703,PPD SEBERANG PRAI TENGAH,['MENENGAH'],could not convert string to float: 'JALAN ABDUL KADIR'
PFT3001,SMA MAAHAD AL MASHOOR AL ISLAMI,MUKIM G, JALAN SUNGAI NIPAH,5.331348,100.212975,PPD BARAT DAYA,['MENENGAH'],could not convert string to float: 'JALAN SUNGAI NIPAH'
RBA0003,SEKOLAH KEBANGSAAN BESERI,KM 12, JLN KAKI BUKIT, BESERI,6.535006,100.227947,"['JPN PERLIS', 'RENDAH']",could not convert string to float: 'BESERI'
RBA0006,SEKOLAH KEBANGSAAN RAJA PEREMPUAN BUDRIAH,CHEMUMAR, SIMPANG EMPAT,6.363069444,100.2614778,JPN PERLIS,['RENDAH'],could not convert string to float: 'SIMPANG EMPAT'
RBA0013,SEKOLAH KEBANGSAAN KAMPONG SALANG,KM. 4,  JALAN  KAKI  BUKIT,6.466515,100.210855,JPN PERLIS,['RENDAH'],could not convert string to float: 'JALAN  KAKI  BUKIT'
RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,JLN KG. SERDANG, SIMPANG EMPAT,6.33405,100.229,JPN PERLIS,['RENDAH'],could not convert string to float: 'SIMPANG EMPAT'
RBA0027,SEKOLAH KEBANGSAAN PAYA,KM8.2, JLN  KAKI BUKIT,6.5019,100.224,JPN PERLIS,['RENDAH'],could not convert string to float: 'JLN  KAKI BUKIT'
RBA0029,SEKOLAH KEBANGSAAN SANTAN,KM.7, JALAN SANTAN,6.484836111,100.2334889,JPN PERLIS,['RENDAH'],could not convert string to float: 'JALAN SANTAN'
RBA0033,SEKOLAH KEBANGSAAN DATO AHMAD MUSA,KAMPUNG SUNGAI PADANG, SIMPANG EMPAT,6.316575,100.1765556,JPN PERLIS,['RENDAH'],could not convert string to float: 'SIMPANG EMPAT'
RBA0034,SEKOLAH KEBANGSAAN TAMBUN TULANG,KM 7, JALAN BN,6.37651,100.24,JPN PERLIS,['RENDAH'],could not convert string to float: 'JALAN BN'
RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,KM 10, JLN BUKIT KETERI,6.51719,100.234,JPN PERLIS,['RENDAH'],could not convert string to float: 'JLN BUKIT KETERI'
RBA0077,SEKOLAH KEBANGSAAN LONG BOH,JLN TENGKU BUDRIAH, SIMPANG EMPAT,6.392405556,100.2272472,JPN PERLIS,['RENDAH'],could not convert string to float: 'SIMPANG EMPAT'
RBA0078,SEKOLAH KEBANGSAAN (FELDA) MATA AIR,KM 32, JLN PADANG BESAR (U),6.666558333,100.2804111,JPN PERLIS,['RENDAH'],could not convert string to float: 'JLN PADANG BESAR (U)'
RBA0080,SEKOLAH KEBANGSAAN LUBUK SIREH,KM 26, JLN PADANG BESAR (U), PDG. BESAR,6.648819444,100.2253417,"['JPN PERLIS', 'RENDAH']",could not convert string to float: 'PDG. BESAR'
RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,JLN SYED HUSSAIN, PAUH,6.437511111,100.3022361,JPN PERLIS,['RENDAH'],could not convert string to float: 'PAUH'
RCT0004,SEKOLAH RENDAH ISLAM 1,KM 3, JALAN ABI TOK HASHIM,6.464586111,100.1934667,JPN PERLIS,['RENDAH'],could not convert string to float: 'JALAN ABI TOK HASHIM'
REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,JALAN TAMBUN TULANG, KG. BOHOR MENTALON,6.382533333,100.24545,JPN PERLIS,['MENENGAH'],could not convert string to float: 'KG. BOHOR MENTALON'
REA0080,SEKOLAH MENENGAH KEBANGSAAN ABI,KM 7, JLN PADANG MELANGIT,6.49543,100.205858,JPN PERLIS,['MENENGAH'],could not convert string to float: 'JLN PADANG MELANGIT'
REA0085,SEKOLAH MENENGAH KEBANGSAAN BESERI,MUKIM BESERI, BESERI,6.552286111,100.2403583,JPN PERLIS,['MENENGAH'],could not convert string to float: 'BESERI'
REE0061,SEKOLAH MENENGAH KEBANGSAAN SYED SAFFI,KM12,  JALAN KANGAR-ALOR SETAR,6.331422222,100.1918917,JPN PERLIS,['MENENGAH'],could not convert string to float: 'JALAN KANGAR-ALOR SETAR'
REE0062,SEKOLAH MENENGAH KEBANGSAAN SYED SIRAJUDDIN,JEJAWI, JALAN BESAR KANGAR ARAU,6.44576,100.239,JPN PERLIS,['MENENGAH'],could not convert string to float: 'JALAN BESAR KANGAR ARAU'
REE0063,SEKOLAH MENENGAH KEBANGSAAN TENGKU SULAIMAN,JALAN BUKIT KETERI,BESERI,6.51809,100.234,JPN PERLIS,['MENENGAH'],could not convert string to float: 'BESERI'
TBA0001,SEKOLAH KEBANGSAAN KAMPONG RAJA,KAMPONG RAJA, BESUT TERENGGANU,5.79712,102.563,PPD BESUT,['RENDAH'],could not convert string to float: 'BESUT TERENGGANU'
TBA0025,SEKOLAH KEBANGSAAN TANAH MERAH,5.70612,102.517,PPD BESUT,RENDAH,,,could not convert string to float: 'PPD BESUT'
TBA0029,SEKOLAH KEBANGSAAN OH,KG  OH, BESUT,5.65608,102.531,PPD BESUT,['RENDAH'],could not convert string to float: 'BESUT'
TBA0067,SEKOLAH KEBANGSAAN (FELDA) SELASIH,KG.  FELDA SELASIH, WAKIL POS TOK DOR,5.64315,102.619,PPD BESUT,['RENDAH'],could not convert string to float: 'WAKIL POS TOK DOR'
TBA1017,SEKOLAH KEBANGSAAN DENDANG,KG. DENDANG, BUKIT BESI,4.81813,103.181,PPD DUNGUN,['RENDAH'],could not convert string to float: 'BUKIT BESI'
TBA1025,SEKOLAH KEBANGSAAN BATU 48,JALAN HOSPITAL, KG. PAK SABAH,4.753752038,103.4132266,PPD DUNGUN,['RENDAH'],could not convert string to float: 'KG. PAK SABAH'
TBA1026,SEKOLAH KEBANGSAAN TOK KAH,JALAN TOK KAH/JERANGAU, KG TOK KAH,4.804799265,103.3608833,PPD DUNGUN,['RENDAH'],could not convert string to float: 'KG TOK KAH'
TBA1030,SEKOLAH KEBANGSAAN LADANG GAJAH MATI,LADANG GAJAH MATI, BUKIT BESI,4.69416,103.207,PPD DUNGUN,['RENDAH'],could not convert string to float: 'BUKIT BESI'
TBA1031,SEKOLAH KEBANGSAAN KAMPUNG BARU KUALA ABANG,KAMPUNG BARU, KUALA ABANG,4.82487,103.402,PPD DUNGUN,['RENDAH'],could not convert string to float: 'KUALA ABANG'
TBA1035,SEKOLAH KEBANGSAAN BALAI BESAR,KAMPUNG PAYA, BALAI BESAR,4.73178,103.41,PPD DUNGUN,['RENDAH'],could not convert string to float: 'BALAI BESAR'
